00:17:45.682 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [21376f01-0ec6-44a1-bba0-28140c33c96f_config-0] Try to reconnect to a new server, server is  not appointed, will choose a random server.
00:17:45.685 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:192.168.75.132 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
00:17:45.696 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [70af60a7-18c5-4a76-a99e-879537039f8f] Try to reconnect to a new server, server is  not appointed, will choose a random server.
00:17:45.712 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:192.168.75.132 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
00:17:45.699 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [032bb159-4c04-453e-9761-fa96cb5d33f1_config-0] Try to reconnect to a new server, server is  not appointed, will choose a random server.
00:17:45.721 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:192.168.75.132 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
00:17:48.791 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:192.168.75.132 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
00:17:48.818 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:192.168.75.132 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
00:17:48.829 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:192.168.75.132 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
00:17:51.793 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [21376f01-0ec6-44a1-bba0-28140c33c96f_config-0] Fail to connect server, after trying 1 times, last try server is {serverIp = '192.168.75.132', server main port = 8848}, error = unknown
00:17:51.822 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [70af60a7-18c5-4a76-a99e-879537039f8f] Fail to connect server, after trying 1 times, last try server is {serverIp = '192.168.75.132', server main port = 8848}, error = unknown
00:17:51.832 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [032bb159-4c04-453e-9761-fa96cb5d33f1_config-0] Fail to connect server, after trying 1 times, last try server is {serverIp = '192.168.75.132', server main port = 8848}, error = unknown
00:17:51.995 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:192.168.75.132 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
00:17:52.023 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:192.168.75.132 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
00:17:52.033 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.c.g.GrpcClient - [createNewManagedChannel,182] - grpc client connection server:192.168.75.132 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
00:17:53.105 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [21376f01-0ec6-44a1-bba0-28140c33c96f_config-0] Success to connect a server [192.168.75.132:8848], connectionId = 1727540273001_192.168.75.1_61694
00:17:53.105 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [21376f01-0ec6-44a1-bba0-28140c33c96f_config-0] Abandon prev connection, server is 192.168.75.132:8848, connectionId is 1727520286420_192.168.75.1_57353
00:17:53.105 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [closeConnection,584] - Close current connection 1727520286420_192.168.75.1_57353
00:17:53.105 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [21376f01-0ec6-44a1-bba0-28140c33c96f_config-0] Notify disconnected event to listeners
00:17:53.106 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onDisConnect,646] - [21376f01-0ec6-44a1-bba0-28140c33c96f_config-0] DisConnected,clear listen context...
00:17:53.106 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [21376f01-0ec6-44a1-bba0-28140c33c96f_config-0] Notify connected event to listeners.
00:17:53.106 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,639] - [21376f01-0ec6-44a1-bba0-28140c33c96f_config-0] Connected,notify listen context...
00:17:53.137 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [70af60a7-18c5-4a76-a99e-879537039f8f] Success to connect a server [192.168.75.132:8848], connectionId = 1727540273033_192.168.75.1_61695
00:17:53.137 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [70af60a7-18c5-4a76-a99e-879537039f8f] Abandon prev connection, server is 192.168.75.132:8848, connectionId is 1727520288273_192.168.75.1_57355
00:17:53.137 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [closeConnection,584] - Close current connection 1727520288273_192.168.75.1_57355
00:17:53.137 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [70af60a7-18c5-4a76-a99e-879537039f8f] Notify disconnected event to listeners
00:17:53.139 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [70af60a7-18c5-4a76-a99e-879537039f8f] Notify connected event to listeners.
00:17:53.139 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.client.naming - [onConnected,78] - Grpc connection connect
00:17:53.143 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [032bb159-4c04-453e-9761-fa96cb5d33f1_config-0] Success to connect a server [192.168.75.132:8848], connectionId = 1727540273039_192.168.75.1_61696
00:17:53.143 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [032bb159-4c04-453e-9761-fa96cb5d33f1_config-0] Abandon prev connection, server is 192.168.75.132:8848, connectionId is 1727520288141_192.168.75.1_57354
00:17:53.143 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [closeConnection,584] - Close current connection 1727520288141_192.168.75.1_57354
00:17:53.143 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [032bb159-4c04-453e-9761-fa96cb5d33f1_config-0] Notify disconnected event to listeners
00:17:53.143 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onDisConnect,646] - [032bb159-4c04-453e-9761-fa96cb5d33f1_config-0] DisConnected,clear listen context...
00:17:53.143 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [032bb159-4c04-453e-9761-fa96cb5d33f1_config-0] Notify connected event to listeners.
00:17:53.143 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,639] - [032bb159-4c04-453e-9761-fa96cb5d33f1_config-0] Connected,notify listen context...
00:17:54.417 [com.alibaba.nacos.client.naming.grpc.redo.0] INFO  c.a.n.client.naming - [redoForInstance,73] - Redo instance operation REGISTER for DEFAULT_GROUP@@spzx-gateway
00:17:54.422 [com.alibaba.nacos.client.naming.grpc.redo.0] INFO  c.a.n.client.naming - [redoForSubscribe,121] - Redo subscriber operation REGISTER for DEFAULT_GROUP@@spzx-file#
00:17:54.434 [com.alibaba.nacos.client.naming.grpc.redo.0] INFO  c.a.n.client.naming - [redoForSubscribe,121] - Redo subscriber operation REGISTER for DEFAULT_GROUP@@spzx-gateway#
00:17:54.446 [com.alibaba.nacos.client.naming.grpc.redo.0] INFO  c.a.n.client.naming - [redoForSubscribe,121] - Redo subscriber operation REGISTER for DEFAULT_GROUP@@spzx-product#
00:17:54.451 [com.alibaba.nacos.client.naming.grpc.redo.0] INFO  c.a.n.client.naming - [redoForSubscribe,121] - Redo subscriber operation REGISTER for DEFAULT_GROUP@@spzx-auth#
00:17:54.453 [com.alibaba.nacos.client.naming.grpc.redo.0] INFO  c.a.n.client.naming - [redoForSubscribe,121] - Redo subscriber operation REGISTER for DEFAULT_GROUP@@spzx-system#
00:17:54.477 [nacos-grpc-client-executor-192.168.75.132-2483] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [70af60a7-18c5-4a76-a99e-879537039f8f] Receive server push request, request = NotifySubscriberRequest, requestId = 19
00:17:54.479 [nacos-grpc-client-executor-192.168.75.132-2483] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [70af60a7-18c5-4a76-a99e-879537039f8f] Ack server push request, request = NotifySubscriberRequest, requestId = 19
00:17:54.982 [nacos-grpc-client-executor-192.168.75.132-2484] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [70af60a7-18c5-4a76-a99e-879537039f8f] Receive server push request, request = NotifySubscriberRequest, requestId = 21
00:17:54.983 [nacos-grpc-client-executor-192.168.75.132-2484] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [70af60a7-18c5-4a76-a99e-879537039f8f] Ack server push request, request = NotifySubscriberRequest, requestId = 21
00:17:54.986 [nacos-grpc-client-executor-192.168.75.132-2485] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [70af60a7-18c5-4a76-a99e-879537039f8f] Receive server push request, request = NotifySubscriberRequest, requestId = 20
00:17:54.986 [nacos-grpc-client-executor-192.168.75.132-2485] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [70af60a7-18c5-4a76-a99e-879537039f8f] Ack server push request, request = NotifySubscriberRequest, requestId = 20
00:17:54.989 [nacos-grpc-client-executor-192.168.75.132-2486] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [70af60a7-18c5-4a76-a99e-879537039f8f] Receive server push request, request = NotifySubscriberRequest, requestId = 22
00:17:54.989 [nacos-grpc-client-executor-192.168.75.132-2486] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [70af60a7-18c5-4a76-a99e-879537039f8f] Ack server push request, request = NotifySubscriberRequest, requestId = 22
00:17:54.991 [nacos-grpc-client-executor-192.168.75.132-2487] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [70af60a7-18c5-4a76-a99e-879537039f8f] Receive server push request, request = NotifySubscriberRequest, requestId = 25
00:17:54.991 [nacos-grpc-client-executor-192.168.75.132-2487] INFO  c.a.n.c.r.client - [printIfInfoEnabled,63] - [70af60a7-18c5-4a76-a99e-879537039f8f] Ack server push request, request = NotifySubscriberRequest, requestId = 25
00:18:23.111 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,95] - De-registering from Nacos Server now...
00:18:23.112 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [deregisterService,217] - [DEREGISTER-SERVICE] public deregistering service spzx-gateway with instance: Instance{instanceId='null', ip='192.168.75.1', port=8080, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={}}
00:18:23.116 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,115] - De-registration finished.
00:18:23.118 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,256] - com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown begin
00:18:23.118 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,136] - com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown begin
00:18:23.118 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,138] - com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown stop
00:18:23.119 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,258] - com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown stop
00:18:23.119 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,204] - com.alibaba.nacos.client.naming.remote.NamingClientProxyDelegate do shutdown begin
00:18:23.119 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,143] - com.alibaba.nacos.client.naming.core.ServiceInfoUpdateService do shutdown begin
